"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-06-05-ABM-C.nlogox"
"exp1_policy_grid"
"05/06/2026 14:42:47:900 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","learning-rate","baseline-recovery-rate","punishment-severity","reporter-protection","[step]","committed-misconduct-total","punished-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"121","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3359","3175","184","0.054778207799940457","3175","602","0.306148368698942","0.04298017654337774"
"125","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3381","3215","166","0.04909790002957705","3215","649","0.3066861160615743","0.027661755891378387"
"119","300","0.4","0.3","0.2","0.05","0.2","0.75","300","3457","3233","224","0.06479606595313855","3233","825","0.31080718632836196","0.03157494240651926"
"123","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3368","3196","172","0.0510688836104513","3196","628","0.30559616484349333","0.032914260423218655"
"124","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3348","3185","163","0.048685782556750296","3185","638","0.3071610222998057","0.03125354622684692"
"128","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3420","3238","182","0.05321637426900585","3238","656","0.3053036238454241","0.0416598959133133"
"130","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3398","3228","170","0.050029429075927015","3228","634","0.30629950916796744","0.04115973806825472"
"127","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3400","3228","172","0.05058823529411765","3228","651","0.30607706386404937","0.03602372816246819"
"131","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8220","3011","5209","0.633698296836983","3011","2377","0.40841212554427386","0.09366568485646466"
"132","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8222","3022","5200","0.6324495256628557","3022","2411","0.41114404107874186","0.07828800400021625"
"133","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8061","3009","5052","0.6267212504652029","3009","2409","0.40440390469826015","0.09882191365638146"
"134","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8118","3022","5096","0.6277408228627741","3022","2443","0.4108991685713227","0.07891137069078055"
"135","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8260","3019","5241","0.634503631961259","3019","2445","0.40621295744074953","0.09239268151731729"
"136","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8218","3012","5206","0.6334874665368703","3012","2383","0.405588537095105","0.09482036085839972"
"129","300","0.4","0.3","0.2","0.05","0.2","0.8","300","3392","3226","166","0.04893867924528302","3226","670","0.30653213404795326","0.049267798648701594"
"140","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8161","3031","5130","0.6285994363435854","3031","2414","0.4063517406789679","0.08194074029971038"
