"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-04-05-ABM.nlogox"
"exp1_policy_grid"
"05/05/2026 00:18:33:888 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","response-strength","drift-speed","punishment-value","reporter-protection","[step]","true-misconduct-total","sanctioned-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"1316","300","0.4","0.3","0.2","0.05","0.7","0.25","300","87759","8389","79370","0.9044086646383847","8389","6293","0.7989942056689682","1"
"1318","300","0.4","0.3","0.2","0.05","0.7","0.25","300","87834","8392","79442","0.9044561331602796","8392","6330","0.8359752612513791","1"
"1319","300","0.4","0.3","0.2","0.05","0.7","0.25","300","87643","8386","79257","0.9043163743824378","8386","6289","0.8017500771008846","1"
"1320","300","0.4","0.3","0.2","0.05","0.7","0.25","300","87561","8376","79185","0.9043409737211773","8376","6252","0.8060023200185057","1"
"1321","300","0.4","0.3","0.2","0.05","0.7","0.3","300","78773","9428","69345","0.880314320896754","9428","6608","0.8316283621005315","1"
"1323","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79506","9534","69972","0.8800845219228738","9534","6632","0.8059563178924343","1"
"1322","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79297","9591","69706","0.8790496487887309","9591","6622","0.8101121365230454","1"
"1324","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79555","9536","70019","0.8801332411539187","9536","6656","0.8297274957706909","1"
"1331","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28031","7593","20438","0.72912132995612","7593","4936","0.6553229830511637","0.30788507819817407"
"1332","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28248","7602","20646","0.7308836023789295","7602","4992","0.6680788681652868","0.3060956794032788"
"1333","300","0.4","0.3","0.2","0.05","0.7","0.35","300","27970","7670","20300","0.7257776188773686","7670","4925","0.6551376741808669","0.3082402244058719"
"1334","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28138","7560","20578","0.7313241879309119","7560","4952","0.6651299752427052","0.3075258353949471"
"1325","300","0.4","0.3","0.2","0.05","0.7","0.3","300","78665","9422","69243","0.8802262759804234","9422","6581","0.817712006261365","1"
"1326","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79925","9539","70386","0.8806506099468252","9539","6681","0.8288774975507703","1"
"1335","300","0.4","0.3","0.2","0.05","0.7","0.35","300","27999","7633","20366","0.7273831208257437","7633","4887","0.6527916488489026","0.3090202904530049"
"1336","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28174","7665","20509","0.7279406545041528","7665","4941","0.6623456246944311","0.30828501145503767"
"1337","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28126","7579","20547","0.7305340254568726","7579","4964","0.6564254252793243","0.3081530011537273"
"1327","300","0.4","0.3","0.2","0.05","0.7","0.3","300","78516","9398","69118","0.8803046512812676","9398","6636","0.8409127405293833","1"
"1330","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79343","9445","69898","0.8809598830394616","9445","6616","0.8267314610337237","1"
"1328","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79242","9507","69735","0.8800257439236768","9507","6682","0.8338528374449448","1"
"1329","300","0.4","0.3","0.2","0.05","0.7","0.3","300","79180","9513","69667","0.8798560242485476","9513","6679","0.8389651336389661","1"
"1338","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28259","7503","20756","0.7344916663717753","7503","4909","0.6547727142732661","0.30973778889795495"
"1341","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14425","6398","8027","0.5564644714038128","6398","3825","0.5460480907399897","0.15766477151920538"
"1343","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14489","6367","8122","0.5605631858651391","6367","3810","0.5461464639997893","0.15541095019973847"
"1342","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14317","6370","7947","0.555074387092268","6370","3732","0.547261836964676","0.15201727170043586"
"1344","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14393","6367","8026","0.5576321823108455","6367","3819","0.5395191739439101","0.1559287786893605"
"1339","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28223","7585","20638","0.7312475640435107","7585","4953","0.6501221811341232","0.3099873984762542"
"1345","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14426","6352","8074","0.5596839040621101","6352","3836","0.5619686444025557","0.15407937235447383"
"1346","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14483","6352","8131","0.561416833528965","6352","3810","0.5496484208039518","0.15529872273029807"
"1340","300","0.4","0.3","0.2","0.05","0.7","0.35","300","28382","7566","20816","0.7334225917835248","7566","4986","0.6604895560388216","0.30889619281600456"
"1347","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14437","6348","8089","0.5602964604834799","6348","3820","0.5556338530332127","0.1535135973732387"
"1348","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14410","6369","8041","0.5580152671755725","6369","3795","0.5397819062269771","0.15344058078770026"
"1351","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8361","5039","3322","0.39732089462982895","5039","2732","0.461013309181005","0.08652321060961028"
"1350","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14527","6297","8230","0.5665312865698354","6297","3817","0.556841873323325","0.14905813342540694"
"1349","300","0.4","0.3","0.2","0.05","0.7","0.4","300","14405","6335","8070","0.560222145088511","6335","3783","0.545232353710094","0.15749398006121623"
"1352","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8279","5065","3214","0.3882111366107018","5065","2799","0.46167106832338123","0.08195815018022463"
"1354","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8397","5016","3381","0.40264380135762773","5016","2788","0.4672894386783001","0.0936743057125556"
"1353","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8264","5074","3190","0.3860116166505324","5074","2753","0.4775568266889661","0.08943632104273964"
"1355","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8389","5038","3351","0.3994516628918822","5038","2768","0.4645336167812599","0.09166474442758625"
"1361","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5720","4171","1549","0.2708041958041958","4171","2069","0.4130040314566046","0.06117837196592787"
"1356","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8281","5048","3233","0.3904117860161816","5048","2760","0.4762388139975695","0.08523359345521521"
"1357","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8441","5051","3390","0.4016111835090629","5051","2798","0.46668757707492337","0.08741486265596056"
"1359","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8388","5019","3369","0.40164520743919885","5019","2759","0.45093416940441833","0.09743016701487152"
"1363","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5801","4155","1646","0.28374418203757973","4155","2069","0.4167199791114675","0.06062452400053726"
"1360","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8330","5003","3327","0.3993997599039616","5003","2761","0.4605434118392595","0.09401963068743266"
"1362","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5760","4137","1623","0.28177083333333336","4137","2064","0.4058943700241524","0.05291999003999748"
"1358","300","0.4","0.3","0.2","0.05","0.7","0.45","300","8412","5013","3399","0.4040656205420827","5013","2788","0.4737538962899929","0.0825841139537357"
"1364","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5799","4142","1657","0.2857389205035351","4142","2056","0.412274392256919","0.05971124144875523"
"1365","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5839","4174","1665","0.28515156704915223","4174","2091","0.4139815135813144","0.05637553929426032"
"1366","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5758","4108","1650","0.28655783258075723","4108","2057","0.41967232658537895","0.06362143643719394"
"1369","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5724","4185","1539","0.2688679245283019","4185","2047","0.4000801024136166","0.06058247369417549"
"1367","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5846","4132","1714","0.2931919261033185","4132","2100","0.41117053936112763","0.06216345318410537"
"1368","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5752","4110","1642","0.28546592489568845","4110","2096","0.4136448378713453","0.06886555713240432"
"1370","300","0.4","0.3","0.2","0.05","0.7","0.5","300","5818","4114","1704","0.2928841526297697","4114","2140","0.4139489621568459","0.06627482885193926"
"1372","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4545","3602","943","0.2074807480748075","3602","1650","0.37396578593410285","0.04349161088300723"
"1371","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4548","3633","915","0.2011873350923483","3633","1660","0.37681917319882435","0.05267646035701706"
"1374","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4579","3633","946","0.2065953264905001","3633","1660","0.37840002019402574","0.044985108322120215"
"1373","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4550","3631","919","0.20197802197802198","3631","1663","0.38979158038690054","0.048274205162281564"
"1375","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4521","3647","874","0.19332006193320062","3647","1616","0.3839956632429253","0.04129992294238804"
"1376","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4562","3632","930","0.20385795703638754","3632","1606","0.37549790159865826","0.04310522099724874"
"1378","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4613","3635","978","0.21200953826143507","3635","1629","0.37951533112285535","0.05655823392143077"
"1377","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4573","3620","953","0.20839711349223705","3620","1632","0.3758563448343338","0.05278521338631667"
"1381","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3918","3314","604","0.15416028586013272","3314","1273","0.35452126635354403","0.041883041802314655"
"1382","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3915","3311","604","0.15427841634738187","3311","1270","0.35024027279906067","0.04772867272159393"
"1380","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4577","3664","913","0.19947563906488966","3664","1640","0.3725615575977924","0.05029854496648081"
"1379","300","0.4","0.3","0.2","0.05","0.7","0.55","300","4569","3634","935","0.20463996498139636","3634","1612","0.3777194063744342","0.04518947670999757"
"1384","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3932","3327","605","0.15386571719226858","3327","1347","0.3564875629370317","0.04247320407481859"
"1383","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3888","3283","605","0.15560699588477367","3283","1364","0.36290190593578636","0.04040835070081716"
"1385","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3919","3295","624","0.15922429191120183","3295","1333","0.361205156866736","0.04226600940006828"
"1386","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3864","3319","545","0.14104554865424432","3319","1289","0.35684208365690623","0.03852565430346115"
"1388","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3909","3312","597","0.15272448196469685","3312","1331","0.3574685254147508","0.042903244478268945"
"1387","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3934","3290","644","0.16370106761565836","3290","1358","0.35875248683712857","0.06058971030203682"
"1389","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3911","3339","572","0.14625415494758373","3339","1371","0.3569034704608406","0.04276947959132097"
"1391","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3542","3132","410","0.11575381140598531","3132","1115","0.33782595905224583","0.03907113237325205"
"1392","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3575","3149","426","0.11916083916083917","3149","1113","0.343779628212788","0.04045970698565072"
"1390","300","0.4","0.3","0.2","0.05","0.7","0.6","300","3903","3294","609","0.15603382013835512","3294","1294","0.355595853387226","0.03416308617761916"
"1394","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3564","3134","430","0.12065095398428732","3134","1166","0.34310446018249785","0.040424028540810536"
"1393","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3538","3128","410","0.11588468061051442","3128","1047","0.33498330214532457","0.03456453833282772"
"1395","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3487","3098","389","0.11155721250358475","3098","1106","0.33923178079692573","0.040210357823194584"
"1396","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3582","3141","441","0.12311557788944724","3141","1119","0.33949418608300336","0.03964019264195866"
"1399","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3571","3162","409","0.11453374404928592","3162","1107","0.3428866084904949","0.03472561374500584"
"1398","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3537","3137","400","0.11309018942606729","3137","1108","0.34255874758917937","0.03440424226303891"
"1397","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3491","3098","393","0.11257519335433973","3098","1101","0.3365914118578195","0.05250814468008315"
"1401","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3268","2995","273","0.08353733170134639","2995","848","0.33357852568164553","0.027892903712553145"
"1402","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3303","3014","289","0.08749621556161066","3014","894","0.32753663280477197","0.02861635837702097"
"1400","300","0.4","0.3","0.2","0.05","0.7","0.65","300","3556","3154","402","0.11304836895388076","3154","1119","0.3448865060976248","0.03364239437710369"
"1403","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3272","2975","297","0.09077017114914425","2975","920","0.32834491274620714","0.04872582745617524"
"1404","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3314","3034","280","0.08449004224502112","3034","892","0.3302619961104543","0.02796403827196421"
"1405","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3291","3005","286","0.08690367669401398","3005","893","0.3263876396739481","0.046037373238359255"
"1408","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3242","2983","259","0.0798889574336829","2983","882","0.3299442636417449","0.0392249707226676"
"1407","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3335","3030","305","0.09145427286356822","3030","868","0.32834409671091047","0.03643769184474735"
"1406","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3306","3005","301","0.0910465819721718","3005","892","0.32952649289802954","0.03245385190823707"
"1411","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3177","2978","199","0.0626377085300598","2978","753","0.32130255177555334","0.025607968681624804"
"1409","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3262","2972","290","0.08890251379521766","2972","919","0.33248565779560685","0.037715709463457196"
"1412","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3109","2924","185","0.05950466387906079","2924","733","0.31850829101691747","0.029340163176963894"
"1413","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3174","2949","225","0.07088846880907372","2949","731","0.32062367574335143","0.035290964501732684"
"1417","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3130","2904","226","0.07220447284345048","2904","721","0.31937882732570144","0.03317602306186742"
"1410","300","0.4","0.3","0.2","0.05","0.7","0.7","300","3288","3003","285","0.08667883211678833","3003","848","0.32435883670688614","0.04154225325838528"
"1414","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3132","2919","213","0.06800766283524905","2919","737","0.3192879653283879","0.03397203559410552"
"1418","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3107","2894","213","0.06855487608625684","2894","704","0.31850829263782077","0.03459646219399201"
"1415","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3089","2868","221","0.07154418905794756","2868","713","0.31896211271347313","0.03787184787943573"
"1416","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3197","2992","205","0.06412261495151705","2992","746","0.3243118045831865","0.02674611121645958"
"1420","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3127","2908","219","0.0700351774864087","2908","749","0.320819120535813","0.03080573154254771"
"1419","300","0.4","0.3","0.2","0.05","0.7","0.75","300","3100","2909","191","0.061612903225806454","2909","744","0.3211239573943064","0.03643875062504882"
"1421","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3015","2862","153","0.050746268656716415","2862","579","0.31063389876227876","0.033254299484000306"
"1424","300","0.4","0.3","0.2","0.05","0.7","0.8","300","2998","2848","150","0.05003335557038025","2848","578","0.31125084062708175","0.03157677509046675"
"1422","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3023","2853","170","0.05623552762156798","2853","524","0.31067196029648475","0.034885479020458035"
"1425","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3012","2876","136","0.0451527224435591","2876","597","0.31486320724160083","0.028319019264999964"
"1423","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3027","2875","152","0.050214734060125533","2875","582","0.30969653078118875","0.03480935928579547"
"1426","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3055","2896","159","0.05204582651391162","2896","586","0.3129421944184086","0.035200764871122545"
"1430","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3051","2892","159","0.05211406096361849","2892","566","0.3128706685424364","0.031940178181239516"
"1428","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3065","2930","135","0.04404567699836868","2930","596","0.3121333883835505","0.033146610700732486"
"1429","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3001","2865","136","0.045318227257580806","2865","601","0.3131331721962942","0.027608682034667095"
"1427","300","0.4","0.3","0.2","0.05","0.7","0.8","300","3025","2884","141","0.04661157024793389","2884","607","0.3127447622080856","0.03339526461271344"
"1437","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88569","6960","81609","0.9214172001490364","6960","5594","0.8175462126669841","1"
"1431","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88728","7008","81720","0.9210170408439275","7008","5625","0.8139181428048201","1"
"1433","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88726","7022","81704","0.9208574713161869","7022","5636","0.8104273072664373","1"
"1432","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88668","6974","81694","0.9213470474128208","6974","5613","0.8114902078815059","1"
"1436","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88650","6994","81656","0.9211054709531867","6994","5579","0.805634098936942","1"
"1435","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88798","7038","81760","0.9207414581409491","7038","5588","0.80164189645273","1"
"1434","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88690","6973","81717","0.9213778329011163","6973","5621","0.8065836603496355","1"
"1440","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88666","7051","81615","0.9204768456905691","7051","5644","0.8188810594143653","1"
"1438","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88724","7067","81657","0.9203484964609351","7067","5617","0.8151836391678988","1"
"1439","300","0.4","0.3","0.2","0.05","0.75","0.2","300","88810","7019","81791","0.9209661074203356","7019","5602","0.7963799496231734","1"
"1441","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87630","8121","79509","0.9073262581307772","8121","6122","0.8243687685203077","1"
"1442","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87789","8168","79621","0.9069587305926711","8168","6085","0.8215289560866549","1"
"1443","300","0.4","0.3","0.2","0.05","0.75","0.25","300","88021","8119","79902","0.9077606480271754","8119","6085","0.8065726066196583","1"
"1444","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87646","8194","79452","0.9065102799899596","8194","6092","0.8154931711343186","1"
"1445","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87844","8074","79770","0.9080870634306271","8074","6052","0.8119704442930726","1"
"1446","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87897","8173","79724","0.9070161666496013","8173","6186","0.8092784517041304","1"
"1448","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87747","8116","79631","0.9075068093496074","8116","6141","0.8176161983159795","1"
"1450","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87747","8166","79581","0.9069369892987794","8166","6102","0.8229081972288866","1"
"1447","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87539","8118","79421","0.907264190817807","8118","6126","0.8184034204384577","1"
"1449","300","0.4","0.3","0.2","0.05","0.75","0.25","300","87581","8089","79492","0.9076397848848494","8089","6104","0.8272988904398193","1"
"1451","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79630","9274","70356","0.8835363556448574","9274","6458","0.830717257318354","1"
"1452","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79919","9300","70619","0.8836321775797995","9300","6495","0.8335436743280185","1"
"1454","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79091","9239","69852","0.883185191741159","9239","6449","0.8234315763766624","1"
"1453","300","0.4","0.3","0.2","0.05","0.75","0.3","300","80152","9242","70910","0.8846940812456333","9242","6458","0.8376956176152801","1"
"1462","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28168","7403","20765","0.7371840386253905","7403","4785","0.6700074133657861","0.306171150721875"
"1465","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28117","7420","20697","0.7361027136607746","7420","4781","0.6680281137949071","0.30736498223984543"
"1464","300","0.4","0.3","0.2","0.05","0.75","0.35","300","27893","7382","20511","0.7353457856809952","7382","4821","0.6662804202907442","0.30739810105360293"
"1461","300","0.4","0.3","0.2","0.05","0.75","0.35","300","27902","7385","20517","0.7353236327145007","7385","4804","0.6783461920266929","0.30632410127050147"
"1463","300","0.4","0.3","0.2","0.05","0.75","0.35","300","27975","7421","20554","0.7347274352100089","7421","4810","0.6734684735117361","0.3044622337881427"
"1466","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28155","7356","20799","0.7387320191795418","7356","4840","0.6870273797338856","0.3039433895642318"
"1455","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79257","9208","70049","0.8838209874206695","9208","6450","0.8413728839908904","1"
"1456","300","0.4","0.3","0.2","0.05","0.75","0.3","300","78704","9184","69520","0.8833096157755641","9184","6479","0.8219872544708366","1"
"1467","300","0.4","0.3","0.2","0.05","0.75","0.35","300","27943","7302","20641","0.7386823175750635","7302","4827","0.6791316171565234","0.3082528471540697"
"1457","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79459","9197","70262","0.884254772901748","9197","6469","0.8348591044891202","1"
"1468","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28084","7380","20704","0.7372169206665717","7380","4816","0.6765605708541553","0.3062311652754328"
"1459","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79870","9247","70623","0.8842243645924628","9247","6496","0.8375153150364272","1"
"1458","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79458","9309","70149","0.8828437665181605","9309","6434","0.8351380114903069","1"
"1460","300","0.4","0.3","0.2","0.05","0.75","0.3","300","79342","9202","70140","0.8840210733281239","9202","6458","0.8262217968514951","1"
"1471","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14197","6165","8032","0.5657533281679228","6165","3739","0.5555478927917793","0.14747063872761673"
"1470","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28205","7333","20872","0.7400106364119837","7333","4814","0.6585702551763488","0.3078318284778234"
"1472","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14247","6221","8026","0.5633466694742753","6221","3708","0.5483339310741028","0.14667690561762534"
"1475","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14189","6143","8046","0.5670589893579533","6143","3655","0.5565729999024379","0.15018003398476118"
"1469","300","0.4","0.3","0.2","0.05","0.75","0.35","300","28253","7360","20893","0.7394966906169257","7360","4820","0.6758359395909093","0.3068828624863913"
"1474","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14294","6196","8098","0.566531411781167","6196","3717","0.564287901306462","0.1459472568181106"
"1478","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14311","6113","8198","0.5728460624694292","6113","3691","0.5415958566029043","0.15610523233638632"
"1477","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14182","6138","8044","0.567197856437738","6138","3713","0.5613765552852658","0.15105213516114144"
"1473","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14188","6152","8036","0.5663941358894841","6152","3658","0.553802857400459","0.15550559182248738"
"1476","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14134","6146","7988","0.5651620206594029","6146","3728","0.5726647220790563","0.14970901608213724"
"1482","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8145","4869","3276","0.4022099447513812","4869","2695","0.4635828529549597","0.08349068472717783"
"1483","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8164","4913","3251","0.39821166095051447","4913","2688","0.47406135600941696","0.08322859029117534"
"1481","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8130","4860","3270","0.4022140221402214","4860","2721","0.4722785893574878","0.08105865349761429"
"1484","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8136","4912","3224","0.39626352015732547","4912","2697","0.47600321386036465","0.07732399496652617"
"1485","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8144","4901","3243","0.39820726915520627","4901","2713","0.48114471889693544","0.08172665730684284"
"1480","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14123","6183","7940","0.5622034978404021","6183","3690","0.5482207787927665","0.15359941633863103"
"1479","300","0.4","0.3","0.2","0.05","0.75","0.4","300","14228","6172","8056","0.5662074782119764","6172","3685","0.5514053076827451","0.14862914142740266"
"1486","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8114","4908","3206","0.39511954646290365","4908","2714","0.4748971710339208","0.08628886074115785"
"1487","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8204","4877","3327","0.40553388590931255","4877","2660","0.46434492187862636","0.08815716766144002"
"1491","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5579","4056","1523","0.2729879906793332","4056","2018","0.413381795032024","0.06406050498944542"
"1488","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8093","4838","3255","0.4021994316075621","4838","2697","0.46238480499094864","0.08789957766641576"
"1490","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8091","4855","3236","0.399950562353232","4855","2747","0.47109264436612486","0.09009281360369031"
"1492","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5674","4024","1650","0.29080014099400775","4024","2028","0.42036016795813785","0.05389834982149965"
"1489","300","0.4","0.3","0.2","0.05","0.75","0.45","300","8163","4916","3247","0.397770427538895","4916","2694","0.4754605013208038","0.07009099362854092"
"1493","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5618","4023","1595","0.28390886436454255","4023","2007","0.4162234219316885","0.06385137595661737"
"1494","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5633","4012","1621","0.28776850701224926","4012","1998","0.41240218132041656","0.05994207649445491"
"1495","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5565","4046","1519","0.2729559748427673","4046","1993","0.40792592841862685","0.06302165689619807"
"1496","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5653","4058","1595","0.2821510702281974","4058","2050","0.4135791325460721","0.05128162249391167"
"1497","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5592","3990","1602","0.286480686695279","3990","1997","0.4160549278767805","0.060380500651912986"
"1501","300","0.4","0.3","0.2","0.05","0.75","0.55","300","4487","3545","942","0.20993982616447515","3545","1602","0.3735111535213342","0.047086875234286625"
"1499","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5609","4024","1585","0.2825815653414156","4024","2015","0.4189645237712058","0.05898403050369852"
"1502","300","0.4","0.3","0.2","0.05","0.75","0.55","300","4439","3511","928","0.20905609371480063","3511","1557","0.38106047939179777","0.04425670183639795"
"1500","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5637","4036","1601","0.2840163207379812","4036","1975","0.4119470245647577","0.0480497430644447"
"1498","300","0.4","0.3","0.2","0.05","0.75","0.5","300","5718","4029","1689","0.2953830010493179","4029","1988","0.41195854210836985","0.055868810551792096"
"1505","300","0.4","0.3","0.2","0.05","0.75","0.55","300","4424","3508","916","0.2070524412296564","3508","1594","0.38655510273705784","0.04750626723946879"
"1503","300","0.4","0.3","0.2","0.05","0.75","0.55","300","4476","3556","920","0.20554066130473636","3556","1576","0.3866923538274099","0.045237015892966435"
